,question,question_id,question_type,survey_id
768,How easy or difficult is it for you (or your organization) to manage integration of technology services?,8,rate,146
769,"In the context of technology providers, what is your perception of Cox? (Please select n/a if you have never heard of Cox)",9,rate,146
770,Would you consider Cox a credible option for a technology provider for your organization?,10,rate,146
771,What would make an offer from Cox more attractive than other providers or options?,11,textarea,146
772,"Now, we will be asking some questions about your transportation habits and behaviors. Be sure to answer each question honestly and to the best of your ability. Thanks!",1,description,5b57600bbbd3ac000424ec49
773,"Other than commuting to work/college, what are the other reasons you use transportation to get where you need to go?",2,textarea,5b57600bbbd3ac000424ec49
774,How many different methods of transport do you use for those purposes?,3,single-select,5b57600bbbd3ac000424ec49
775,What are methods you use?,4,multi-select,5b57600bbbd3ac000424ec49
776,"When using transportation other than a car for social and personal reasons, what are your main pain points in getting from point A to Point B?",5,textarea,5b57600bbbd3ac000424ec49
777,What additional benefits or incentives would make you consider using alternative transport to get around for social and personal reasons?,6,textarea,5b57600bbbd3ac000424ec49
778,Using alternative transport methods to the car; what channel do you use to purchase your fares?,7,multi-select,5b57600bbbd3ac000424ec49
779,What is your estimated monthly spend on transportation other than your car?&nbsp;,8,single-select,5b57600bbbd3ac000424ec49
780,How do you keep track of your spending on alternative transportation other than personal car?,9,textarea,5b57600bbbd3ac000424ec49
781,"Congratulations on qualifying for this portion of the survey! Your task: Take a few moments to browse through the website linked below. Please find [insert task here, e.g. information you may be interested in]. When you have completed the task, please click the arrow to answer some questions about the experience.",0,description,102
782,What is your first reaction to the website?,1,rate,102
783,How easy was it to find [insert task here]?,2,single-select,102
784,Did it take you more or less time than you expected to find [insert task here]?,3,single-select,102
785,How visually appealing is the website?,4,single-select,102
786,How easy is it to understand the information on the website?,5,rate,102
787,How much do you trust the information on the website?,6,single-select,102
788,"How likely would you be to recommend this website to a friend, family member or colleague?",7,rate,102
789,What suggestions would you give to improve the website?,8,textarea,102
790,Are you answering this survey on a desktop or a mobile device?,0,single-select,103
791,"What is your job title, level or responsibility?",1,single-select,103
792,What is your full job title?,2,textarea,103
793,Which of the following best describes the primary industry you work in?,3,single-select,103
794,Which of the following statements best describes your company?,4,single-select,103
795,Which of the following issues are you facing in your current workplace?,5,multi-select,103
796,Have you visited any of the following professional service websites in the past year?,6,multi-select,103
797,You indicated that you have visited the PwC website in the past year.How frequently do you visit or have you visited the site?,7,single-select,103
798,You indicated that you have visited the PwC website in the past year. Please tell us your reason(s) for visiting the site.,8,textarea,103
799,"When you visited the PwC website, how easy was it to find what you were looking for?(Feel free to revisit the site, linked below, to refresh your memory.)",9,rate,103
